user_id,signup_date,country,acquisition_source,device,email
55273407-7cd2-492f-94b0-0f62c768b07f,2025-01-02,US,Ads,Mobile,lawrencebrown@example.com
c1192634-cad3-4250-aa5f-09cb81a603db,2025-01-02,BR,Referral,Desktop,rryan@example.com
40c9f77e-a455-42d8-af12-c99ba6a55cfd,2025-01-02,UK,Referral,Desktop,yesenia70@example.org
332cce0a-0e7d-4698-ab95-c72f0d95aaf5,2025-01-02,JP,Ads,Mobile,karen24@example.net
f6054d3e-f4aa-4f32-a5f5-cec4825dd0ea,2025-01-02,ES,Organic,Mobile,qcallahan@example.org
c016c62b-a371-4326-866b-1f526f7f6354,2025-01-02,BR,Organic,Desktop,shannongarza@example.net
e12def58-4482-4852-889a-4ca481ef8162,2025-01-02,CA,Referral,Tablet,kyle63@example.org
3e2613ab-a98c-49cf-b25f-3382dbad54e6,2025-01-02,US,Organic,Desktop,rburns@example.com
d6442ee9-c448-4bc5-ad64-46d894d3a310,2025-01-02,ES,Social,Desktop,chambersashley@example.net
5ef75904-b1d9-4480-8caf-014434b51e65,2025-01-02,BR,Ads,Desktop,lball@example.com
dc5c0eed-8da0-465b-b898-97b9405cacec,2025-01-02,JP,Referral,Desktop,frazierdanny@example.net
807a2c52-990c-4751-83f0-2831b07ecdca,2025-01-02,UK,Ads,Mobile,fbass@example.org
7d1b695e-71a0-449d-9703-262fb5cbe3f5,2025-01-02,US,Social,Desktop,christopherjohnson@example.org
503b4078-a39c-4ec6-b746-4c02871854c1,2025-01-02,BR,Ads,Mobile,lcarr@example.org
af2f5f8b-1a92-46d6-a6c9-fd5424bb8796,2025-01-02,BR,Referral,Desktop,adamsmith@example.org
a9d500dd-2140-4672-a3b9-7f36c0793f64,2025-01-02,BR,Referral,Mobile,kristina01@example.com
5a9b9519-be9d-448c-bbc0-e8ed32dc80ee,2025-01-02,US,Referral,Mobile,annaschmidt@example.org
cd5a708a-8787-4c5e-a4a6-f558e78e3f5d,2025-01-02,US,Social,Desktop,nguyenterri@example.com
f5b16d2f-e1fc-4171-8a23-792cac553173,2025-01-02,UK,Organic,Desktop,jasonwebb@example.net
4455d60e-6995-4fd1-9891-4adf341c612a,2025-01-03,JP,Ads,Mobile,debbie49@example.org
bd3b17eb-2952-4420-8ba4-e32b4804044c,2025-01-03,US,Ads,Mobile,turnerrandall@example.org
276a3335-0a6d-4d8b-9136-5b345b867d34,2025-01-03,UK,Social,Desktop,rebecca55@example.org
9581c2f1-b4a9-4e0b-9b40-7ea187de9cb5,2025-01-03,US,Ads,Desktop,irobinson@example.com
6b403352-1344-4e51-96bc-bb52468e61e5,2025-01-03,US,Ads,Desktop,hendersonbrittany@example.org
4e7ed827-455a-4762-b428-a656b3ee4d3b,2025-01-03,UK,Ads,Mobile,jerry35@example.org
4bb42f61-212d-415e-961a-f01700eb7763,2025-01-03,US,Organic,Mobile,wilsonadam@example.org
081bc596-891b-4e6a-9dd4-4b035653d1b3,2025-01-03,IN,Organic,Desktop,andrew45@example.org
c7e72b71-9ac6-4645-822d-a24e45aef092,2025-01-03,US,Social,Desktop,joshuacohen@example.com
23d3cd4c-bd5f-4093-816f-9bcc6243bed7,2025-01-03,IN,Ads,Desktop,masonterri@example.org
01539221-2331-4a28-8550-eca8ae62990c,2025-01-03,US,Ads,Desktop,richarddonovan@example.com
554b631f-1c2d-4327-b86f-284fdfde5393,2025-01-03,US,Referral,Desktop,ugarrison@example.com
e34a4e23-690a-4f42-abae-63402ef3f589,2025-01-03,DE,Ads,Desktop,ppruitt@example.com
dd7edcf9-fbf0-4c30-9a61-73ed594a4f2e,2025-01-03,US,Ads,Mobile,kimberly47@example.org
5efa9c5b-7421-4f46-a37e-4b0122bae10e,2025-01-03,UK,Ads,Tablet,umatthews@example.org
cc7570cc-8e32-4bbf-84fb-7e52583475e1,2025-01-03,ES,Ads,Tablet,reesetravis@example.net
fac284dd-32a9-4261-8b50-5aa30c4aef81,2025-01-03,DE,Ads,Mobile,alexiswalters@example.org
3cf1c29e-09b4-413c-a45c-a94a345298c4,2025-01-03,BR,Organic,Desktop,vstevenson@example.org
20cd5bb8-dd35-4f0d-b042-7c62ce9fb278,2025-01-03,FR,Ads,Mobile,annette71@example.org
956269f0-e5d7-4875-adad-d6c795a76d79,2025-01-03,US,Organic,Desktop,icox@example.net
bd8cc32e-ab7d-49b2-bd01-d70658cc49bb,2025-01-03,BR,Referral,Desktop,walkercharlotte@example.org
0bb34c14-2581-4b22-9728-e2b6912c4ca9,2025-01-03,ES,Ads,Desktop,paul00@example.com
50a46c85-d9d5-4b02-82d0-4d554aab47b2,2025-01-04,US,Referral,Mobile,vhaynes@example.com
378e6510-8f10-433e-abe4-2e7db96c1163,2025-01-04,US,Ads,Mobile,vclark@example.com
0075d3d5-ba94-4a66-ad7e-4a452099e71f,2025-01-04,BR,Organic,Desktop,xrosales@example.net
a3a01a1b-9fdc-46ea-8ac4-a07c32742991,2025-01-04,JP,Ads,Tablet,garciarichard@example.com
a30a6658-b1be-4df2-8ae0-b8a080ff2909,2025-01-04,UK,Ads,Mobile,jennifer58@example.com
8eeefe95-5987-4711-bc20-fe71426cd241,2025-01-04,CA,Ads,Tablet,amiller@example.net
83c5c510-0e08-4343-aea7-7ea8bc5ad195,2025-01-04,JP,Organic,Tablet,pamela16@example.com
fb0e7c28-c110-4cfe-b1aa-9ba0f83811c5,2025-01-04,US,Ads,Desktop,laurenchandler@example.com
b23f9a7c-e7b3-4985-83b7-367ed999b615,2025-01-04,UK,Organic,Desktop,christopher67@example.org
0472f9f6-ec64-44e0-a198-6e3cd19fcf31,2025-01-04,UK,Ads,Desktop,sbailey@example.com
c7fee39f-1190-4938-a66f-d7f739669fa7,2025-01-04,CA,Social,Desktop,websterstefanie@example.org
e35209a0-d5de-493b-b9a8-07ba66dce997,2025-01-04,BR,Ads,Desktop,anthonymartinez@example.net
82b91686-7126-4537-8bb8-14ccda3069f5,2025-01-04,US,Social,Desktop,kristy47@example.com
eb3f4202-4579-409a-bb1d-fabe0c2fded5,2025-01-04,FR,Social,Tablet,kevin42@example.net
1a6b88d2-cad7-4ebe-9169-4fbb3cff13aa,2025-01-04,US,Referral,Mobile,theresagalloway@example.net
83eb6cce-8af1-44e6-a5d7-2681b79cbc23,2025-01-04,UK,Ads,Desktop,nortoncharles@example.net
b1a191c7-f810-4e73-877a-0940b1cc3f7c,2025-01-04,CA,Ads,Mobile,davidgreen@example.org
13853f45-0ed5-4c8c-a2c9-4a442248fe75,2025-01-05,US,Referral,Desktop,cassandra18@example.net
f0c935a9-91c3-4637-bca5-013cf6b896c2,2025-01-05,JP,Ads,Desktop,schneiderraymond@example.com
fe835c51-7e70-4309-b237-1f1493a971f4,2025-01-05,CA,Ads,Desktop,gibbsamanda@example.net
6598a7bc-7128-4350-85f4-6ccbc8728188,2025-01-05,US,Ads,Desktop,marcusramirez@example.org
670d50ef-69ae-4c75-91c7-753756397555,2025-01-05,UK,Organic,Desktop,iwilliams@example.org
4b25c483-7bae-4f3b-8c96-edc24a41aed8,2025-01-05,JP,Organic,Desktop,jason96@example.org
e64f8ec0-61e5-4dd9-b41d-60f6bded3f17,2025-01-05,US,Organic,Desktop,jessicalong@example.net
e413a4d3-e083-4bb5-80cd-f96df43c67ba,2025-01-05,US,Ads,Desktop,reyesjackie@example.org
d8d1aef1-a261-4257-9b59-38edfb6baf69,2025-01-05,US,Organic,Desktop,yware@example.com
9351a5da-1a93-43f1-8502-76c00abf1903,2025-01-05,CA,Ads,Desktop,scottandrea@example.org
83d03e33-3296-44c0-8201-938b971444b7,2025-01-05,BR,Organic,Desktop,dgraham@example.com
6bc4cf7b-de1e-419b-be58-0c89d502a21b,2025-01-05,US,Organic,Mobile,rebeccarodriguez@example.net
d6c69578-e2e5-4a89-888c-7a64361bc766,2025-01-05,BR,Organic,Desktop,kathleen66@example.org
1417182a-61ad-418a-9387-5413ceef7261,2025-01-05,US,Ads,Desktop,weeksmatthew@example.com
c1bf7df8-7ead-43bc-a76a-504cdbeb21e2,2025-01-05,US,Ads,Desktop,cmitchell@example.org
15d43d73-621b-4cb1-81a3-80e568a4c56f,2025-01-05,UK,Referral,Mobile,bakersarah@example.org
722be4aa-6820-4025-9178-8bdd4dfb1b6e,2025-01-05,US,Referral,Desktop,mathisvincent@example.org
3a470c64-0b6b-40bc-bc80-666fc2a34c89,2025-01-05,DE,Organic,Desktop,gregorycarpenter@example.com
75ecc661-d3b4-41d1-9bfc-24bdb647d58d,2025-01-05,US,Social,Desktop,vwalters@example.net
4a85e443-3ba8-48d9-b4b5-5b8648a84587,2025-01-05,US,Social,Mobile,gibsonmiguel@example.org
641632b9-6f96-4190-997e-be4d63b88d2b,2025-01-06,JP,Social,Tablet,betty00@example.net
d257b49c-d948-4f57-bbc1-f7cba89d145c,2025-01-06,BR,Organic,Tablet,gduke@example.net
0097223f-eac9-4c4d-ae17-d1993a003703,2025-01-06,DE,Ads,Desktop,psalazar@example.org
86379f04-d9ee-4dc9-87cf-eca822b9f24c,2025-01-06,JP,Referral,Desktop,thompsonnancy@example.org
238d6f44-cac4-40eb-b373-730efc31a597,2025-01-06,US,Social,Desktop,kristyjohnson@example.net
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,2025-01-06,UK,Ads,Desktop,gilbertwilliam@example.com
89344b06-0790-4eb4-9b2a-1376315e4e80,2025-01-06,JP,Organic,Mobile,holmeskathleen@example.org
0651a897-0f54-4086-8505-11e18fc45e9e,2025-01-06,FR,Organic,Desktop,crystalwatson@example.com
545cd88d-dcb9-475e-8dd7-f460614077d3,2025-01-06,DE,Ads,Desktop,pcook@example.net
d8dff535-c62d-4aea-9e70-bd3000a21367,2025-01-06,US,Social,Mobile,simonstephen@example.net
bb31d07f-f766-4db2-a5ed-ab3445368ab5,2025-01-06,BR,Ads,Desktop,zparker@example.net
6195b4ec-34f3-438d-b283-07d715f697fd,2025-01-06,US,Organic,Desktop,christiandanielle@example.com
9db8ef7e-55ed-4864-b68b-6ba090ebba12,2025-01-06,US,Ads,Mobile,robert21@example.com
039f3a25-4d61-48bd-adef-e1935c62b3a2,2025-01-06,BR,Referral,Desktop,joshuamccann@example.net
7a0dbbe1-c105-4b46-b8ee-0ec62b0a0050,2025-01-06,BR,Organic,Desktop,aaronthompson@example.org
c5e3b186-5e06-4732-83d9-f3179d7c24ce,2025-01-06,US,Referral,Desktop,russellkelley@example.com
b4fc8fdd-875d-44cb-9b32-7b4edd44051b,2025-01-06,CA,Organic,Desktop,llee@example.com
81241407-9870-4afa-8351-08d89251eafe,2025-01-06,UK,Referral,Mobile,hlester@example.org
acdabacc-1165-4210-9854-3881118a9d29,2025-01-06,BR,Ads,Desktop,richarddavid@example.net
7f53dc0a-fb0d-4cda-9e63-926150e96888,2025-01-06,US,Organic,Tablet,garciarobert@example.net
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,2025-01-07,UK,Organic,Desktop,tammy00@example.net
dea43dfd-29e1-4b4c-b701-f1f4a48f93b4,2025-01-07,US,Organic,Desktop,holtrobert@example.com
3bd54863-7974-490b-b5ba-5e93bfc77282,2025-01-07,US,Referral,Desktop,dsharp@example.com
21b84e48-a96d-4595-93a1-f127c6935901,2025-01-07,US,Referral,Mobile,xknight@example.com
6ab76840-f5b5-4c71-a3ef-5e69b61d56f5,2025-01-07,BR,Ads,Tablet,laura29@example.org
25d6ad40-50cc-499f-9ed2-f65d0c07cdc3,2025-01-07,UK,Ads,Mobile,lmiddleton@example.org
517ec7c8-15cd-4d70-a1e3-afdf85fcfa18,2025-01-07,US,Ads,Desktop,batesangela@example.com
a02c4af1-e9be-4b38-911e-0267307445de,2025-01-07,US,Social,Desktop,gutierrezsteven@example.com
aca9af9e-fc85-4916-a36e-d0d0f1e9f9bd,2025-01-07,US,Ads,Desktop,xfleming@example.org
6148ca39-7859-4906-a78f-980a331bc38a,2025-01-07,FR,Ads,Desktop,rjohnson@example.com
0e6bbde0-ed0d-4017-ab10-a823d7770933,2025-01-07,BR,Social,Desktop,kellythomas@example.org
aaea1664-1d8b-4c98-85ea-772795ce8a80,2025-01-07,US,Ads,Desktop,connorholloway@example.net
a901bdb8-c0ae-40f3-b770-014d68fd1179,2025-01-07,IN,Ads,Mobile,brianobrien@example.net
d8e3cb62-fe24-4cd4-86bc-55dbae6c3a9b,2025-01-07,ES,Organic,Mobile,anthony00@example.net
2a094fde-9de5-42c3-86e3-08f54b343a6f,2025-01-07,JP,Ads,Mobile,johngarrison@example.org
ee209e85-7b5a-4ea7-bd77-319f240e78ce,2025-01-07,US,Organic,Desktop,hendersonmichael@example.org
3c72bab1-7137-45ec-bca1-70c6cce4c94c,2025-01-07,UK,Organic,Desktop,cannonmary@example.net
cc6c7745-06a7-4afd-8327-aec2f737e8bc,2025-01-07,US,Social,Desktop,drobinson@example.org
c9cb6705-e1c6-4e1f-9cc3-c9504e4c7008,2025-01-07,UK,Organic,Mobile,rtaylor@example.net
71652926-cd7a-4c6f-acee-6d3b073d2bca,2025-01-08,IN,Ads,Mobile,clarkmichael@example.org
f90c9f84-b184-471c-bb35-b9f96c80423a,2025-01-08,BR,Referral,Desktop,oguzman@example.com
957e8c66-3aec-4af8-9a00-d0f284d16f5e,2025-01-08,UK,Ads,Mobile,marshallchristine@example.com
b61cc55b-8fd0-420c-8ff0-2a31c9035d4c,2025-01-08,US,Organic,Desktop,holly32@example.net
18f67e0c-bd28-48b0-86e2-e0802a0f31e4,2025-01-08,US,Referral,Mobile,contrerasjames@example.org
7e6d39b8-6364-440f-bd69-2ef1c1464090,2025-01-08,ES,Organic,Mobile,kennethmorgan@example.org
f70c276c-7afd-44ce-8931-a16ab25b9a6d,2025-01-08,US,Organic,Desktop,christopherharris@example.org
87972916-c0e5-4883-80d2-201b26cffe04,2025-01-08,UK,Referral,Mobile,icobb@example.com
6925c72b-fa38-45d4-b821-884b9d1490d3,2025-01-08,BR,Organic,Desktop,allison84@example.net
51fc4c23-2586-4cd1-a7e6-0e4ec71cdac2,2025-01-08,BR,Ads,Desktop,petergriffith@example.com
9e3d59f0-ef57-40bb-9500-2f8daf373150,2025-01-08,IN,Organic,Mobile,johnsonteresa@example.net
0ddf8da3-4a08-4284-b35a-6b1c5625583a,2025-01-08,UK,Organic,Desktop,sandersmatthew@example.net
662c4f00-6c2d-4b96-a2e0-adf7a3155bbb,2025-01-08,US,Organic,Desktop,orozcosamantha@example.net
073593d1-7732-4dc5-b3be-01918b42acfc,2025-01-08,DE,Ads,Desktop,yhernandez@example.com
15c33fae-fce1-46a1-96fb-9a22e2b6ef5d,2025-01-08,JP,Organic,Desktop,casey29@example.com
7e3507db-f290-4346-9091-fc34eacfae57,2025-01-08,IN,Ads,Desktop,dorothy44@example.net
9f8cc29f-fd35-4c5f-9347-9a3b479bc637,2025-01-08,US,Ads,Tablet,andersoncolin@example.com
381487da-2c42-47f3-9a03-718276f3304d,2025-01-08,UK,Organic,Desktop,bakerricky@example.org
fcde1b81-bf9b-4d4a-9df8-2d3898521e56,2025-01-08,CA,Social,Desktop,qgoodman@example.org
1931e9ee-a56c-4941-bbf2-4050a748dbcf,2025-01-08,UK,Ads,Desktop,powellmatthew@example.org
9192518f-fbe3-4251-b609-6928feb1e270,2025-01-09,US,Ads,Desktop,davistiffany@example.com
7bac9b44-8af0-444c-858b-8f794d715e47,2025-01-09,US,Referral,Desktop,fwilliams@example.net
17deace8-4dfd-4ecd-a50d-ede5a395b867,2025-01-09,CA,Organic,Desktop,damontran@example.org
725d71f1-836a-4e1d-b8f5-3fd1a711fd90,2025-01-09,US,Organic,Desktop,tammy26@example.org
ff46a6bf-094d-416d-ab6d-2fedef158d5b,2025-01-09,US,Ads,Desktop,lfrench@example.net
1b3ac54c-e31f-4212-9654-c83f62510f01,2025-01-09,US,Referral,Desktop,crystalguzman@example.org
4377be10-c719-45ea-84e4-992911196b23,2025-01-09,BR,Referral,Desktop,sandersalexandria@example.net
7d3e5830-3d0d-4c8f-97cb-4585ff12fe28,2025-01-09,US,Ads,Desktop,ibrown@example.net
c0d98272-e52e-4409-b1a6-3ccfd597ea14,2025-01-09,US,Ads,Desktop,jenniferbarry@example.net
79315fc6-fa82-465d-ae1b-abe2ca208c07,2025-01-09,UK,Organic,Desktop,brianparrish@example.net
cd043537-3b00-4eb6-b6b0-88a9f78fd863,2025-01-09,IN,Organic,Mobile,lori39@example.org
25f88c74-53ea-4919-9b48-62c2d5ff2a1f,2025-01-09,UK,Referral,Desktop,dawsontanya@example.com
c08d551f-b9e8-4990-b69e-b31c26830a4c,2025-01-10,US,Referral,Desktop,qlane@example.com
583f66bd-60d8-439e-92aa-71d561e72ff5,2025-01-10,US,Referral,Desktop,nmccoy@example.org
23bb1f64-c59a-4867-b844-81e935baf0bd,2025-01-10,US,Referral,Desktop,perkinsdaniel@example.org
7af468fd-fa69-45f1-954c-f5099266226b,2025-01-10,BR,Organic,Desktop,katherinepearson@example.net
c0ac430a-9948-4f82-9831-b802c3c2aee6,2025-01-10,US,Ads,Desktop,amybrennan@example.net
0341f831-ea4a-442b-9edc-e3b7c9ce362d,2025-01-10,US,Organic,Mobile,smithbrandon@example.com
def14d58-1e39-4331-a142-d68f2ac38bd3,2025-01-10,US,Organic,Desktop,rhondamoore@example.com
a0216b00-a43c-4dd5-abb0-c8a02ec0f10a,2025-01-10,US,Social,Desktop,leslie32@example.com
c27ff69e-febe-4834-bfff-d80045d89da6,2025-01-10,BR,Social,Desktop,vhopkins@example.net
ea771919-3ddd-4241-ba98-66196ee83e03,2025-01-10,US,Ads,Mobile,fernandezsusan@example.org
64649fe2-f692-49be-97dd-70d054783b99,2025-01-10,US,Organic,Desktop,amber38@example.net
aff8d43e-37a8-4934-a3c9-44abbabc7d4b,2025-01-10,US,Social,Desktop,elizabeth14@example.com
18d2bfd0-5862-4bb4-b9cc-596e37e75948,2025-01-10,CA,Referral,Mobile,carolberry@example.com
8c65d01b-1521-4825-9177-fdd5761b7e11,2025-01-10,UK,Ads,Mobile,jenniferkim@example.com
bab5c54b-5a48-4fd6-aef0-17e7888546da,2025-01-10,US,Organic,Desktop,tjackson@example.com
c8132025-4dac-433c-ba43-82176e77cdd3,2025-01-10,US,Referral,Mobile,andrewbrown@example.org
0a09bdc1-39c8-4117-bfdb-88d752b1731b,2025-01-10,FR,Organic,Mobile,ubond@example.org
52696eeb-77cf-4eb6-b9fe-e842e4cc7065,2025-01-11,DE,Ads,Desktop,jenniferevans@example.org
e2095271-334d-47aa-a5c1-f899a89a92c5,2025-01-11,DE,Referral,Desktop,kevinmiller@example.org
11ba91f9-960a-4974-9efd-393b28960c25,2025-01-11,CA,Referral,Desktop,megan57@example.com
0ead4e04-a93d-4f91-a6bb-1d3c2cad002a,2025-01-11,US,Ads,Mobile,elizabeth39@example.net
3df31349-459d-4fb5-8fba-42444827075f,2025-01-11,BR,Referral,Mobile,baileypaul@example.net
3c1fc9aa-afed-46c3-a979-05ea99defd20,2025-01-11,US,Organic,Mobile,carterwilliam@example.com
c23f58aa-c21a-4b93-ba0c-01ac64f1ca6b,2025-01-11,CA,Organic,Desktop,shannon44@example.com
89ed4d64-b984-433d-b745-c60d1349ca14,2025-01-11,ES,Ads,Desktop,perrywayne@example.org
892fca69-8e20-47e1-90c4-cb4bad9e5c1e,2025-01-11,US,Organic,Desktop,clarkgina@example.com
4ad5433b-a84f-4cf1-ab45-11214218f371,2025-01-11,CA,Referral,Desktop,robert63@example.net
5ee76dc6-6fc4-4bf6-bd6b-ff76f790df8a,2025-01-11,US,Ads,Desktop,rritter@example.com
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,2025-01-11,UK,Organic,Desktop,simsjason@example.net
fb672437-6426-4700-beb2-ac4b85e810a2,2025-01-11,US,Organic,Desktop,millerjessica@example.net
13dbe822-6a8b-4940-a524-cdb1e7facda4,2025-01-11,CA,Social,Desktop,heidi45@example.net
c80682d3-567b-4583-a679-3a4b73cecf7c,2025-01-11,US,Ads,Desktop,ualvarez@example.net
5ef95050-d483-4cd3-b6fc-61e3d5fea180,2025-01-11,BR,Organic,Desktop,hsimmons@example.com
542092e1-302c-4a2f-a45c-6d39c6c2236c,2025-01-11,UK,Ads,Desktop,barneswilliam@example.org
d947c72a-5c61-4985-996e-d71ce94f03ec,2025-01-11,IN,Organic,Desktop,kenneththomas@example.net
12049b0a-9e11-471c-a8ae-6b4bdec2c775,2025-01-11,US,Ads,Desktop,brandisheppard@example.com
e2293661-e153-4d2b-b261-b0827387d450,2025-01-11,DE,Organic,Desktop,alejandra39@example.com
aac782ac-dce2-4b06-ba15-422e3cc7edc8,2025-01-12,BR,Organic,Desktop,ricklewis@example.net
cbd58bf6-1efd-46e9-8e37-14af99b49350,2025-01-12,FR,Ads,Mobile,reedross@example.com
7e8d6bb3-7932-4233-a2c1-d7a197c75839,2025-01-12,DE,Ads,Mobile,david05@example.org
a0b3543a-0fa7-4a5b-9505-5ac72f0b9138,2025-01-12,US,Ads,Desktop,dorisarmstrong@example.org
af95be79-c971-4f51-8a32-bb221b2bb2ec,2025-01-12,US,Referral,Desktop,catherine47@example.com
c075e119-441d-4e33-8fa1-659f026f05f6,2025-01-12,CA,Referral,Mobile,ortegakristina@example.org
0d41de26-91c9-4644-b2e6-3a676e971b5a,2025-01-12,US,Ads,Mobile,bsloan@example.net
18f1101e-8450-4864-835c-6c488b5c0140,2025-01-12,UK,Ads,Mobile,seth29@example.org
76f2dbfe-cd29-436f-a222-82e174daaebf,2025-01-12,UK,Ads,Desktop,stephanie79@example.net
adf3a371-faa2-42d8-8a80-b2902b0e57a7,2025-01-12,IN,Ads,Desktop,greenechristina@example.net
a4544a75-ca2a-473a-bd3e-4cc195e8a0a0,2025-01-12,JP,Organic,Desktop,meganpatrick@example.com
990501f8-e0ad-4c81-b297-ca6e28f30754,2025-01-12,BR,Referral,Desktop,robert42@example.com
d9d09e8b-8576-4c2a-95c7-dc6ee5326380,2025-01-12,BR,Referral,Desktop,deborahwright@example.net
ec677b25-8f68-45a3-b1fb-e01296ed79ef,2025-01-12,UK,Ads,Desktop,taylordavis@example.com
7cde6371-c188-4c58-9208-72d39c215920,2025-01-12,UK,Referral,Desktop,mallory30@example.org
02a13629-aae6-41a1-8d38-a8d010f59651,2025-01-12,BR,Referral,Desktop,pattonsamantha@example.org
ae94d6be-bf6a-406a-aa70-5729898a9024,2025-01-12,US,Organic,Mobile,fgutierrez@example.com
500ac7b5-5b83-40a6-942c-0ff95811b254,2025-01-12,UK,Ads,Desktop,haleyhale@example.com
603f4ddc-2ef1-4a90-8bbb-8f3f760e36aa,2025-01-12,BR,Ads,Desktop,hdavis@example.com
ae57927f-730c-4e0e-96f9-92984634a5f6,2025-01-13,BR,Organic,Desktop,jonhall@example.org
4e35da80-a027-4a18-a576-a4100d41ee47,2025-01-13,IN,Ads,Desktop,rubendavis@example.org
f8f001ae-e924-401a-9f5c-c47317a0fba1,2025-01-13,ES,Organic,Desktop,amanda86@example.org
6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,2025-01-13,US,Ads,Desktop,rodriguezsierra@example.net
03923cfa-5d9f-4c8c-a640-464a263e0670,2025-01-13,CA,Ads,Desktop,qmoody@example.org
cb863dea-f722-4fbe-aa06-f94be310ff72,2025-01-13,US,Social,Desktop,susan08@example.net
a0683570-64ff-4d41-ab4b-3bd82f49056a,2025-01-13,IN,Referral,Desktop,ivalentine@example.com
9bdf0377-a149-43c2-b920-264c0763fcd0,2025-01-13,ES,Referral,Tablet,jennifercollins@example.org
1b8549f8-1aed-4b3b-9e0b-c3a2d4fb02df,2025-01-13,JP,Organic,Mobile,webbvictoria@example.com
3de28859-51b1-443c-9b2e-dedb8fc85fc0,2025-01-13,US,Ads,Desktop,cmartinez@example.org
b130088b-004c-4bd5-b8a5-e0ed1e5601e9,2025-01-13,CA,Ads,Desktop,gtucker@example.com
fd72b050-96a9-454f-9c33-e1f94c1f55ab,2025-01-13,DE,Referral,Desktop,ntorres@example.org
4fcf635b-e48d-48b9-91a5-9b654fbd4f39,2025-01-13,JP,Organic,Desktop,ryantraci@example.org
63d18504-fcb1-4281-ad53-a810fc01c46c,2025-01-13,UK,Organic,Mobile,nathanmonroe@example.org
a0c92f46-4332-4324-a8b9-af63c5fe5b58,2025-01-13,UK,Referral,Desktop,frankrobert@example.org
16052cda-51d3-4ded-8478-c8cdca37973b,2025-01-13,UK,Referral,Desktop,hansenmatthew@example.org
1434faeb-261f-42ea-92bc-c8046fd2b471,2025-01-13,FR,Ads,Desktop,brenda83@example.org
0c3c83d3-f801-48bf-9467-b73a550714a7,2025-01-13,BR,Referral,Desktop,michael84@example.com
96b16459-985e-4886-921d-069686bd20ac,2025-01-13,BR,Referral,Desktop,cameronramos@example.org
1c8739d3-1e8a-43aa-a87b-d62a2fbc8b9b,2025-01-13,CA,Organic,Mobile,djohnson@example.net
967c2be7-02e5-4343-88f9-75a10cf2b534,2025-01-13,UK,Ads,Desktop,patriciaowen@example.net
f0719a6a-3429-47d7-b7e5-6349778446d0,2025-01-13,ES,Ads,Desktop,perryjessica@example.net
0958f5b5-fe21-4e91-8d54-8373d5079c79,2025-01-13,US,Ads,Desktop,christina21@example.com
cd65be9a-9b4d-4f3e-bb85-91534918df40,2025-01-13,FR,Ads,Mobile,jscott@example.com
a78eb37c-6ab6-4dbf-8663-e8bb6af7895b,2025-01-14,US,Referral,Mobile,jessica22@example.com
ec1f41ce-57b9-4dfb-af82-e70cb9644e4f,2025-01-14,US,Ads,Desktop,ecarlson@example.org
